cost_key,technology,year,base_year,capex,capex_unit,nominal_basis,discount_rate,lifetime_years,fom_fraction,capital_cost,capital_cost_unit,marginal_cost,marginal_cost_unit,efficiency,max_hours,efficiency_store,efficiency_dispatch,standing_loss,co2_emissions,annual_change,capex_annual_change,capital_cost_annual_change,marginal_cost_annual_change,co2_emissions_annual_change,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,source,source_url,fx_rate_usd_per_eur,fx_source_url,notes
solar_otago_generic_solar_200mw+_33,solar,2030,2030,,,MW_e generator capacity,,,,133623.111049,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,44.600000,273.158487,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 33; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1365792.433913.
solar_otago_generic_solar_200mw+_33,solar,2040,2040,,,MW_e generator capacity,,,,133623.111049,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,44.600000,273.158487,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 33; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1365792.433913.
solar_otago_generic_solar_200mw+_33,solar,2050,2050,,,MW_e generator capacity,,,,133623.111049,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,44.600000,273.158487,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 33; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1365792.433913.
solar_otago_generic_solar_200mw+_56,solar,2025,2025,,,MW_e generator capacity,,,,141924.218159,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,52.930000,293.760243,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 56; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1468801.213913.
solar_otago_generic_solar_200mw+_56,solar,2030,2030,,,MW_e generator capacity,,,,141924.218159,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,52.930000,293.760243,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 56; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1468801.213913.
solar_otago_generic_solar_200mw+_56,solar,2040,2040,,,MW_e generator capacity,,,,141924.218159,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,52.930000,293.760243,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 56; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1468801.213913.
solar_otago_generic_solar_200mw+_56,solar,2050,2050,,,MW_e generator capacity,,,,141924.218159,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,52.930000,293.760243,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 56; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1468801.213913.
solar_otago_maniototo_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,109545.296719,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,20.444943,0.000000,3600,38.283156,331.694988,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Maniototo solar farm; status=Announced; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1105649.959015.
solar_otago_maniototo_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,109545.296719,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,20.444943,0.000000,3600,38.283156,331.694988,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Maniototo solar farm; status=Announced; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1105649.959015.
solar_otago_maniototo_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,109545.296719,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,20.444943,0.000000,3600,38.283156,331.694988,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Maniototo solar farm; status=Announced; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1105649.959015.
solar_otago_maniototo_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,109545.296719,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,20.444943,0.000000,3600,38.283156,331.694988,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Maniototo solar farm; status=Announced; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1105649.959015.
solar_otago_naseby_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,164834.989069,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,21.038018,103.433013,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Naseby solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1753101.913673.
solar_otago_naseby_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,164834.989069,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,21.038018,103.433013,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Naseby solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1753101.913673.
solar_otago_naseby_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,164834.989069,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,21.038018,103.433013,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Naseby solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1753101.913673.
solar_otago_naseby_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,164834.989069,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,21.038018,103.433013,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Naseby solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1753101.913673.
wind_otago_generic_wind_no_47,wind,2025,2025,,,MW_e generator capacity,,,,233360.535771,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,46.740681,0.000000,3600,56.376234,694.732040,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 47; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2315773.466724.
wind_otago_generic_wind_no_47,wind,2030,2030,,,MW_e generator capacity,,,,233360.535771,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,46.740681,0.000000,3600,56.376234,694.732040,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 47; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2315773.466724.
wind_otago_generic_wind_no_47,wind,2040,2040,,,MW_e generator capacity,,,,233360.535771,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,46.740681,0.000000,3600,56.376234,694.732040,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 47; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2315773.466724.
wind_otago_generic_wind_no_47,wind,2050,2050,,,MW_e generator capacity,,,,233360.535771,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,46.740681,0.000000,3600,56.376234,694.732040,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 47; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2315773.466724.
wind_otago_kaihiku_wind_farm,wind,2025,2025,,,MW_e generator capacity,,,,299130.180878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,42.000000,929.400000,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kaihiku wind farm; status=Early stages; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=3098000.000000.
wind_otago_kaihiku_wind_farm,wind,2030,2030,,,MW_e generator capacity,,,,299130.180878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,42.000000,929.400000,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kaihiku wind farm; status=Early stages; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=3098000.000000.
wind_otago_kaihiku_wind_farm,wind,2040,2040,,,MW_e generator capacity,,,,299130.180878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,42.000000,929.400000,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kaihiku wind farm; status=Early stages; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=3098000.000000.
wind_otago_kaihiku_wind_farm,wind,2050,2050,,,MW_e generator capacity,,,,299130.180878,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,42.000000,929.400000,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kaihiku wind farm; status=Early stages; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=3098000.000000.
wind_otago_mahinerangi_stage_2,wind,2025,2025,,,MW_e generator capacity,,,,250572.230892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.613606,0.000000,3600,47.353210,345.843579,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2506112.891120.
wind_otago_mahinerangi_stage_2,wind,2030,2030,,,MW_e generator capacity,,,,250572.230892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.613606,0.000000,3600,47.353210,345.843579,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2506112.891120.
wind_otago_mahinerangi_stage_2,wind,2040,2040,,,MW_e generator capacity,,,,250572.230892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.613606,0.000000,3600,47.353210,345.843579,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2506112.891120.
wind_otago_mahinerangi_stage_2,wind,2050,2050,,,MW_e generator capacity,,,,250572.230892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.613606,0.000000,3600,47.353210,345.843579,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2506112.891120.
wind_otago_mahinerangi_1,wind,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi 1; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
wind_otago_mahinerangi_1,wind,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi 1; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
wind_otago_mahinerangi_1,wind,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi 1; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
wind_otago_mahinerangi_1,wind,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Mahinerangi 1; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_southland_manapouri,hydro_storage,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,35.339084,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Manapōuri; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_southland_manapouri,hydro_storage,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,35.339084,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Manapōuri; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_southland_manapouri,hydro_storage,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,35.339084,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Manapōuri; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
hydro_storage_southland_manapouri,hydro_storage,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,35.339084,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Manapōuri; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
solar_southland_generic_solar_200mw+_43,solar,2025,2025,,,MW_e generator capacity,,,,138645.447512,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,49.210000,285.622963,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1428114.813913.
solar_southland_generic_solar_200mw+_43,solar,2030,2030,,,MW_e generator capacity,,,,138645.447512,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,49.210000,285.622963,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1428114.813913.
solar_southland_generic_solar_200mw+_43,solar,2040,2040,,,MW_e generator capacity,,,,138645.447512,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,49.210000,285.622963,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1428114.813913.
solar_southland_generic_solar_200mw+_43,solar,2050,2050,,,MW_e generator capacity,,,,138645.447512,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,49.210000,285.622963,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (200MW+): 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1428114.813913.
solar_southland_generic_solar_<100_mw_62,solar,2025,2025,,,MW_e generator capacity,,,,163308.601365,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,20.200000,104.049654,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 62; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1734160.905797.
solar_southland_generic_solar_<100_mw_62,solar,2030,2030,,,MW_e generator capacity,,,,163308.601365,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,20.200000,104.049654,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 62; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1734160.905797.
solar_southland_generic_solar_<100_mw_62,solar,2040,2040,,,MW_e generator capacity,,,,163308.601365,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,20.200000,104.049654,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 62; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1734160.905797.
solar_southland_generic_solar_<100_mw_62,solar,2050,2050,,,MW_e generator capacity,,,,163308.601365,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,20.200000,104.049654,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (<100 MW): 62; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1734160.905797.
wind_southland_generic_wind_no_43,wind,2025,2025,,,MW_e generator capacity,,,,240645.207043,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.083533,0.000000,3600,25.985368,358.425862,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2389505.744064.
wind_southland_generic_wind_no_43,wind,2030,2030,,,MW_e generator capacity,,,,240645.207043,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.083533,0.000000,3600,25.985368,358.425862,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2389505.744064.
wind_southland_generic_wind_no_43,wind,2040,2040,,,MW_e generator capacity,,,,240645.207043,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.083533,0.000000,3600,25.985368,358.425862,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2389505.744064.
wind_southland_generic_wind_no_43,wind,2050,2050,,,MW_e generator capacity,,,,240645.207043,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,48.083533,0.000000,3600,25.985368,358.425862,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 43; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2389505.744064.
wind_southland_generic_wind_no_49,wind,2025,2025,,,MW_e generator capacity,,,,252012.242982,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,50.356958,0.000000,3600,37.458509,250.234873,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 49; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2502348.733632.
wind_southland_generic_wind_no_49,wind,2030,2030,,,MW_e generator capacity,,,,252012.242982,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,50.356958,0.000000,3600,37.458509,250.234873,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 49; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2502348.733632.
